0  433701107 2858 27  0 434445227 2932 25  0
1  433701004 2889 27  10 434445231 2970 25  4
0  433701255 2859 27  0 434445460 2925 25  0
1  433701419 2888 27  8 434445436 2932 25  2
0  433701682 2857 27  0 434445205 2922 25  0
1  433702471 2865 27  31 434445456 2979 25  2
0  433701851 2852 27  0 434445526 2915 25  0
1  433701651 2931 27  13 434445568 2961 25  13
0  433701807 2856 27  0 434445242 2922 25  0
1  433702338 2873 27  23 434445490 2950 25  4
0  433702407 2847 27  0 434445666 2917 25  0
1  433702382 2866 27  11 434445657 2950 25  2
0  433702267 2852 27  0 434445469 2926 25  0
1  433702724 2870 27  7 434446012 2933 25  4
0  433702673 2841 27  0 434445741 2925 25  0
1  433702839 2860 27  9 434445700 2976 25  2
0  433703165 2838 27  0 434445862 2927 25  0
1  433702926 2870 27  16 434445952 2940 25  10
0  433703034 2838 27  0 434445761 2928 25  0
1  433703038 2864 27  14 434445754 2966 25  5
0  433703349 2838 27  0 434446028 2927 25  0
1  433703640 2851 27  18 434446000 2954 25  1
0  433703787 2830 27  0 434445935 2932 25  0
1  433703864 2848 27  13 434446047 2974 25  4
0  433703963 2829 27  0 434446103 2929 25  0
1  433704037 2871 27  26 434446259 2965 25  4
0  433704209 2823 27  0 434446399 2924 25  0
1  433704543 2845 27  34 434446521 2950 25  15
0  433704477 2823 27  0 434446140 2933 25  0
1  433704461 2873 27  30 434446321 2957 25  10
0  433704775 2817 27  0 434446153 2941 25  0
1  433704639 2841 27  21 434446153 2970 25  3
0  433705000 2815 27  0 434446066 2940 25  0
1  433705161 2858 27  33 434446218 2977 25  1
0  433705356 2808 27  0 434446195 2936 25  0
1  433705420 2858 27  48 434446668 2959 25  12
0  433705725 2805 27  0 434446642 2934 25  0
1  433705763 2837 27  40 434446148 2983 25  2
0  433705945 2812 27  0 434446210 2943 25  0
1  433706259 2833 27  17 434446260 2971 25  1
0  433706300 2810 27  0 434446420 2941 25  0
1  433706436 2842 27  20 434446177 2974 25  4
0  433706557 2815 27  0 434446477 2940 25  0
1  433705965 2863 27  41 434446672 2975 25  18
0  433706872 2819 27  0 434446662 2938 25  0
1  433706770 2832 27  46 434446250 2963 25  7
0  433706852 2819 27  0 434446542 2947 25  0
1  433706798 2835 27  19 434446490 2993 25  19
0  433707178 2815 27  0 434446440 2941 25  0
1  433707294 2850 27  18 434446270 2963 25  3
0  433707208 2816 27  0 434446284 2945 25  0
1  433707428 2835 27  13 434446433 2964 25  3
0  433707190 2814 27  0 434446393 2941 25  0
1  433707509 2881 27  58 434447036 2983 25  50
0  433707947 2829 27  0 434446562 2938 25  0
1  433708275 2841 27  10 434446325 2964 25  3
0  433707893 2824 27  0 434446525 2935 25  0
1  433707961 2836 27  11 434446487 2973 25  2
0  433708374 2829 27  0 434446467 2944 25  0
1  433708551 2848 27  14 434446492 2966 25  6
0  433708414 2821 27  0 434446618 2943 25  0
1  433708419 2873 27  15 434447063 2985 25  16
0  433708702 2829 27  0 434446673 2939 25  0
1  433708894 2902 27  29 434446523 3024 25  1
0  433708954 2829 27  0 434446552 2941 25  0
1  433709110 2858 27  14 434446737 2954 25  2
0  433709280 2832 27  0 434446514 2942 25  0
1  433708976 2842 27  13 434446754 2955 25  4
0  433709325 2827 27  0 434446860 2937 25  0
1  433709665 2850 27  13 434446535 2969 25  4
0  433709474 2831 27  0 434446393 2941 25  0
1  433709408 2854 27  56 434446502 2961 25  5
0  433709779 2834 27  0 434446678 2935 25  0
1  433709973 2895 27  16 434446997 2996 25  47
0  433710021 2834 27  0 434446619 2937 25  0
1  433709899 2854 27  12 434446855 2961 25  6
0  433710252 2837 27  0 434446673 2933 25  0
1  433710400 2848 27  6 434446636 2954 25  2
0  433710562 2835 27  0 434446597 2937 25  0
1  433710661 2863 27  16 434446526 2966 25  4
0  433710887 2836 27  0 434446761 2928 25  0
1  433710661 2886 27  21 434446768 2975 25  6
0  433711046 2837 27  0 434446885 2933 25  0
1  433711034 2857 27  26 434446787 2959 25  3
0  433711094 2835 27  0 434446892 2930 25  0
1  433711279 2858 27  5 434446688 2961 25  4
0  433711357 2837 27  0 434446989 2928 25  0
1  433711526 2863 27  7 434446786 2958 25  5
0  433711400 2837 27  0 434446783 2932 25  0
1  433711774 2860 27  5 434446772 2972 25  4
0  433711690 2841 27  0 434446951 2927 25  0
1  433711787 2865 27  18 434446893 2941 25  6
0  433712077 2844 27  0 434446951 2926 25  0
1  433711999 2872 27  6 434447138 2989 25  17
0  433712216 2840 27  0 434447156 2927 25  0
1  433712152 2870 27  8 434447198 2953 25  31
0  433712654 2834 27  0 434447100 2925 25  0
1  433712786 2861 27  3 434446943 2946 25  6
0  433712720 2834 27  0 434446901 2923 25  0
1  433712825 2858 27  16 434447373 2938 25  7
0  433712843 2842 27  0 434447217 2913 25  0
1  433713054 2856 27  7 434447474 2931 25  2
0  433713077 2839 27  0 434447321 2919 25  0
1  433713322 2857 27  3 434447071 2969 25  13
0  433713475 2840 27  0 434447151 2918 25  0
1  433713512 2846 27  5 434447433 2929 25  6
0  433713590 2835 27  0 434447254 2920 25  0
1  433713780 2859 27  3 434447328 2946 25  11
0  433713799 2836 27  0 434447208 2920 25  0
1  433713773 2861 27  4 434447315 2936 25  2
0  433714006 2832 27  0 434447232 2917 25  0
1  433714099 2851 27  9 434447374 2930 25  13
0  433714196 2832 27  0 434447314 2912 25  0
1  433714429 2865 27  13 434447108 2934 25  17
0  433714277 2831 27  0 434447368 2921 25  0
1  433714433 2855 27  7 434447491 2948 25  9
0  433714512 2838 27  0 434447406 2910 25  0
1  433714475 2854 27  6 434447290 2937 25  4
0  433714635 2835 27  0 434447429 2914 25  0
1  433714774 2862 27  3 434447364 2941 25  2
0  433714804 2833 27  0 434447247 2916 25  0
1  433714927 2891 27  29 434447404 2958 25  11
0  433715052 2827 27  0 434447467 2911 25  0
1  433715123 2867 27  22 434447527 2957 25  25
0  433715022 2830 27  0 434447961 2904 25  0
1  433715406 2849 27  7 434447414 2943 25  5
0  433715502 2832 27  0 434447383 2911 25  0
1  433715459 2850 27  2 434447559 2930 25  5
0  433715576 2830 27  0 434447390 2912 25  0
1  433715618 2880 27  8 434447544 2927 25  3
0  433715713 2832 27  0 434447353 2915 25  0
1  433715831 2875 27  12 434447863 2954 25  10
0  433715909 2822 27  0 434447375 2909 25  0
1  433716280 2851 27  8 434447959 2973 25  11
0  433716259 2826 27  0 434447619 2908 25  0
1  433716300 2857 27  5 434447760 2929 25  6
0  433716454 2822 27  0 434447773 2905 25  0
1  433716452 2846 27  7 434447732 2926 25  4
0  433716625 2828 27  0 434447929 2909 25  0
1  433716830 2848 27  7 434447790 2958 25  12
0  433716887 2833 27  0 434447968 2900 25  0
1  433717073 2840 27  11 434448136 2930 25  9
0  433717070 2823 27  0 434448089 2901 25  0
1  433717102 2865 27  16 434447775 2944 25  37
0  433717255 2818 27  0 434447751 2906 25  0
1  433717539 2831 27  6 434447628 2931 25  5
0  433717397 2818 27  0 434447705 2904 25  0
1  433717587 2837 27  10 434447874 2927 25  5
0  433717639 2813 27  0 434447994 2905 25  0
1  433717473 2849 27  13 434448165 2944 25  13
0  433717594 2809 27  0 434447774 2907 25  0
1  433717810 2835 27  8 434447880 2927 25  3
0  433717975 2810 27  0 434447883 2906 25  0
1  433718005 2843 27  14 434447795 2918 25  2
0  433718206 2811 27  0 434448046 2902 25  0
1  433718078 2829 27  6 434448045 2928 25  11
0  433717850 2815 27  0 434447816 2908 25  0
1  433718257 2828 27  27 434448099 2944 25  12
0  433718542 2808 27  0 434447879 2896 25  0
1  433718594 2827 27  5 434448070 2923 25  14
0  433718562 2812 27  0 434447643 2906 25  0
1  433718822 2821 27  9 434448171 2942 25  5
0  433718510 2806 27  0 434448014 2900 25  0
1  433718703 2832 27  6 434447769 2927 25  2
0  433718684 2804 27  0 434448072 2901 25  0
1  433718950 2829 27  22 434447989 2925 25  5
0  433718989 2800 27  0 434447884 2904 25  0
1  433719451 2865 27  85 434448207 2918 25  30
0  433719119 2804 27  0 434447961 2904 25  0
1  433719350 2822 27  10 434448093 2931 25  7
0  433719529 2801 27  0 434448006 2905 25  0
1  433719470 2806 27  10 434448063 2918 25  8
0  433719750 2794 27  0 434448163 2904 25  0
1  433719770 2815 27  15 434448143 2924 25  9
0  433720128 2786 27  0 434448385 2898 25  0
1  433719635 2838 27  22 434447934 2958 25  5
0  433720083 2789 27  0 434447825 2908 25  0
1  433720148 2839 27  31 434448330 2965 25  16
0  433720218 2788 27  0 434448345 2897 25  0
1  433720469 2816 27  15 434448543 2917 25  23
0  433720548 2785 27  0 434448358 2900 25  0
1  433720733 2814 27  16 434448072 2931 25  9
0  433720482 2785 27  0 434448253 2900 25  0
1  433720706 2812 27  12 434448202 2932 25  7
0  433721138 2777 27  0 434447796 2904 25  0
1  433721471 2838 27  48 434448375 2959 25  9
0  433720712 2780 27  0 434448408 2895 25  0
1  433721319 2798 27  47 434448011 2973 25  18
0  433721586 2775 27  0 434448172 2905 25  0
1  433721346 2807 27  20 434448484 2930 25  8
0  433721562 2772 27  0 434448253 2900 25  0
1  433721841 2800 27  33 434448476 2919 25  18
0  433721567 2773 27  0 434448296 2902 25  0
1  433721671 2821 27  20 434448276 2916 25  8
0  433721645 2773 27  0 434448056 2906 25  0
1  433722156 2793 27  45 434448818 2918 25  58
0  433722045 2766 27  0 434448391 2896 25  0
1  433722249 2801 27  39 434448257 2919 25  19
0  433722301 2764 27  0 434448274 2902 25  0
1  433722738 2783 27  11 434448415 2917 25  5
0  433722580 2764 27  0 434448408 2899 25  0
1  433722926 2778 27  21 434448298 2925 25  6
0  433722779 2760 27  0 434448629 2897 25  0
1  433722841 2811 27  23 434448061 2932 25  7
0  433723230 2748 27  0 434448277 2902 25  0
1  433723241 2776 27  26 434448172 2921 25  12
0  433723139 2754 27  0 434448579 2897 25  0
1  433723494 2782 27  39 434448675 2916 25  8
0  433723058 2755 27  0 434448277 2903 25  0
1  433723931 2779 27  13 434448625 2918 25  13
0  433723844 2754 27  0 434448487 2900 25  0
1  433723812 2779 27  36 434448164 2930 25  10
0  433723756 2751 27  0 434448253 2906 25  0
1  433723952 2790 27  40 434448323 2955 25  10
0  433724383 2756 27  0 434448510 2896 25  0
1  433724476 2773 27  29 434448634 2911 25  8
0  433724617 2755 27  0 434448363 2900 25  0
1  433724397 2792 27  39 434448484 2914 25  6
0  433724223 2754 27  0 434448584 2893 25  0
1  433724557 2782 27  36 434448266 2919 25  7
0  433724926 2761 27  0 434448402 2895 25  0
1  433725207 2809 27  29 434448730 2921 25  34
0  433725464 2764 27  0 434448628 2903 25  0
1  433725257 2793 27  10 434448688 2923 25  9
0  433724926 2760 27  0 434448505 2890 25  0
1  433725521 2785 27  7 434448702 2918 25  15
0  433725416 2763 27  0 434448719 2894 25  0
1  433725567 2794 27  8 434448571 2923 25  15
0  433725271 2763 27  0 434448659 2894 25  0
1  433725952 2808 27  15 434448555 2931 25  25
0  433725784 2764 27  0 434448584 2893 25  0
1  433725860 2806 27  7 434448694 2925 25  6
0  433725991 2766 27  0 434448605 2897 25  0
1  433726183 2802 27  16 434448942 2921 25  16
0  433726360 2770 27  0 434448571 2895 25  0
1  433726410 2789 27  27 434448581 2910 25  7
0  433726834 2770 27  0 434448748 2894 25  0
1  433726528 2789 27  8 434448653 2920 25  9
0  433726825 2774 27  0 434448486 2896 25  0
1  433727129 2813 27  7 434449190 2921 25  11
0  433726626 2769 27  0 434448452 2898 25  0
1  433726807 2797 27  21 434448688 2906 25  15
0  433727587 2777 27  0 434448491 2897 25  0
1  433727183 2796 27  12 434448562 2919 25  10
0  433726947 2769 27  0 434448699 2894 25  0
1  433727388 2794 27  16 434448849 2908 25  9
0  433727545 2779 27  0 434448363 2896 25  0
1  433727288 2786 27  5 434448603 2926 25  5
0  433727377 2770 27  0 434448650 2896 25  0
1  433727503 2825 27  14 434448498 2953 25  22
0  433727526 2771 27  0 434448397 2898 25  0
1  433727604 2789 27  9 434448711 2917 25  5
0  433728012 2773 27  0 434448832 2891 25  0
1  433728047 2803 27  9 434448933 2907 25  32
0  433728205 2775 27  0 434448636 2895 25  0
1  433728208 2793 27  8 434448447 2916 25  4
0  433728400 2774 27  0 434448660 2891 25  0
1  433728291 2794 27  12 434448761 2924 25  8
0  433728363 2776 27  0 434448929 2889 25  0
1  433728470 2792 27  9 434448725 2927 25  9
0  433728326 2773 27  0 434448723 2884 25  0
1  433728504 2822 27  5 434448537 2919 25  13
0  433728777 2781 27  0 434448599 2897 25  0
1  433728570 2827 27  16 434448729 2950 25  64
0  433729028 2779 27  0 434448719 2892 25  0
1  433728851 2802 27  12 434448652 2912 25  8
0  433729199 2783 27  0 434448812 2893 25  0
1  433729280 2829 27  9 434448658 2943 25  17
0  433729382 2778 27  0 434448592 2891 25  0
1  433729461 2803 27  25 434448576 2916 25  13
0  433729624 2783 27  0 434448704 2894 25  0
1  433729942 2852 27  6 434448608 2941 25  32
0  433729971 2776 27  0 434448655 2892 25  0
1  433729921 2813 27  11 434448512 2975 25  16
0  433730036 2779 27  0 434448617 2891 25  0
1  433729909 2807 27  5 434448778 2912 25  6
0  433730021 2782 27  0 434448670 2894 25  0
